val_auroc,val_aurocs_epoch,test_auroc,model_path,final_train_loss,train_loss_history,val_loss_history,val_No Finding,test_No Finding,val_Atelectasis,test_Atelectasis,val_Cardiomegaly,test_Cardiomegaly,val_Effusion,test_Effusion,val_Infiltration,test_Infiltration,val_Mass,test_Mass,val_Nodule,test_Nodule,val_Pneumonia,test_Pneumonia,val_Pneumothorax,test_Pneumothorax,val_Consolidation,test_Consolidation,val_Edema,test_Edema,val_Emphysema,test_Emphysema,val_Fibrosis,test_Fibrosis,val_Pleural_Thickening,test_Pleural_Thickening,val_Hernia,test_Hernia
0.8297461382353926,"[0.75576160324747, 0.7865277238093263, 0.8142885801728855, 0.8139097408631276, 0.8196898169756817, 0.8170496590313021, 0.8223253022832604, 0.8276337472596207, 0.8285690556678286, 0.8316089577106532, 0.8318180013277099, 0.8351079957035198, 0.8323336631295591, 0.8297461382353926]",0.8410685022731287,/student/csc490_project/shared/training/coatnet_2_rw_224.sw_in12k_ft_in1k.pt,0.16371124785514624,"[0.19969252569494936, 0.18724489148736484, 0.18209434160129812, 0.17875581973997073, 0.17679274748193055, 0.17907739093572628, 0.17352362133077975, 0.17245104461151167, 0.17092165599948145, 0.16930241411688124, 0.1675823679648158, 0.16608967043353412, 0.1643392389079904, 0.16371124785514624]","[0.18828824291081536, 0.19425062981953975, 0.17625212197755138, 0.17632198616927272, 0.175268936320208, 0.17678122173691557, 0.1756192623193614, 0.17521161684593142, 0.1743816322955671, 0.1724632927108296, 0.17186717630017462, 0.170629525976797, 0.17099953197256856, 0.1715834393764326]",0.7878042911670393,0.7919188297635907,0.8279789588352605,0.8254274586917948,0.8925252470892318,0.9017447756958284,0.8804593145688483,0.8894840235562412,0.7274019829466918,0.7180037693207673,0.8544736981025545,0.8603520382443521,0.7707372722783562,0.7902365580389091,0.7248005198797629,0.7733370798082159,0.8825438855789954,0.8800222386989979,0.8021243962462601,0.8087964390876572,0.8913790000522817,0.9044994761191808,0.9308921306872127,0.9362890302406639,0.7877777427804541,0.8356989724425683,0.7974473284177926,0.8265658237976387,0.8878463049001448,0.8736510205905256
