val_auroc,val_aurocs_epoch,test_auroc,model_path,final_train_loss,train_loss_history,val_loss_history,val_No Finding,test_No Finding,val_Atelectasis,test_Atelectasis,val_Cardiomegaly,test_Cardiomegaly,val_Effusion,test_Effusion,val_Infiltration,test_Infiltration,val_Mass,test_Mass,val_Nodule,test_Nodule,val_Pneumonia,test_Pneumonia,val_Pneumothorax,test_Pneumothorax,val_Consolidation,test_Consolidation,val_Edema,test_Edema,val_Emphysema,test_Emphysema,val_Fibrosis,test_Fibrosis,val_Pleural_Thickening,test_Pleural_Thickening,val_Hernia,test_Hernia
0.8103696353728389,"[0.7352555912352112, 0.7581702619657688, 0.7739534499377044, 0.7898213368722444, 0.7971625195243603, 0.7896193039305206, 0.8014030609347577, 0.7947576758867391, 0.8051101512469979, 0.8040491762446693, 0.8061222579751406, 0.8085304310257229, 0.8076718348653183, 0.8111761958844654, 0.8077524465843476, 0.8103696353728389]",0.8074501270614017,/student/csc490_project/shared/training_gamma/training_gamma_0.8/vgg19.tv_in1k.pt,0.16417380364960044,"[0.20135704656169423, 0.1928186606252339, 0.18757327083134798, 0.18463051482293058, 0.1822812715757305, 0.1799251358887953, 0.17792123528878864, 0.17624379570285478, 0.17492232844763533, 0.1734736029141984, 0.17191383990391, 0.17041280492837352, 0.16901941286566538, 0.16766508034756028, 0.16601326096787805, 0.16417380364960044]","[0.20004129393004574, 0.18832508314855742, 0.18556135557158743, 0.18200704333004217, 0.17983761232151368, 0.18183065571031684, 0.1785360518057809, 0.18353056134980952, 0.1773171738483185, 0.1784589126148413, 0.17758788610267084, 0.17820895991835006, 0.1788089229958132, 0.1759875122549792, 0.17866849313966585, 0.17876976241390113]",0.7779301714032252,0.7817715968775028,0.8077205399168752,0.7961514147388605,0.8866057941051381,0.8787003543897154,0.863770994296733,0.8709170991988352,0.6972107820333839,0.7037319873491583,0.8374983646667019,0.823515407185915,0.7486720999626157,0.7664076438023616,0.7255527431669343,0.7524757447571487,0.8503863971011717,0.8606571723094895,0.7754519090361385,0.7780694480880078,0.865845927859306,0.8843714038788717,0.9152816058553764,0.9110221464661243,0.7627384346378159,0.7837439319623344,0.7586553296679879,0.7885903757165812,0.88222343688318,0.7316261792001226
